











"ID","Unit Title","Unit Date","Start Year","End Year","Unit ID","Level","Originator","Container 1","Container 2","Container 3","Phys. Desc. 1","Phys. Desc. 2","Phys. Desc. 3","Phys. Loc","Access Restrict.","URN","Collection Title","Originator","Collection Date","Collection ID","Parent 1","Parent 2","Parent 3","Parent 4","Parent 5","Parent 6"
"hou00108c00001","I. Letters from Joseph Dennie","","","","","series","","","","","","","","","","","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","","","","","","",
"hou00108c00002","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","1783-1800.","1783","1800","(1-31)","item","","","","","9 folders.","","","","","","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","I. Letters from Joseph Dennie","","","","","",
"hou00108c00018","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 21 January 1792. 1s.(4p.)","1792.","1792","1792","(16)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327143","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00019","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 17 April 1792. 4s.(16p.)","1792.","1792","1792","(17)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327154","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00020","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 5 May 1792. 2s.(5p.)","1792.","1792","1792","(18)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327165","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00021","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 21 May 1792. 1s.(3p.)","1792.","1792","1792","(19)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327173","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00022","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Keene, June 1792. 2s.(4p.)","1792.","1792","1792","(20)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327175","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00023","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Keene, 27 June 1792. 1s.(1p.)","1792.","1792","1792","(21)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327176","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00024","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Keene, 30 June 1792. 1s.(4p.)","1792.","1792","1792","(22)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327177","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00025","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 13 November 1792. 1s.(4p.)","1792.","1792","1792","(23)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327178","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00026","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 29 December 1792. 1s.(4p.)","1792.","1792","1792","(24)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327179","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00027","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 8 February 1793. 1s.(4p.)","1793.","1793","1793","(25)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327180","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00028","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 21 April 1793. 1s.(4p.)","1793.","1793","1793","(26)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327181","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00029","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 10 July 1793. 1s.(4p.)","1793.","1793","1793","(27)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327182","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00030","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 7 August 1793. 1s.(4p.)","1793.","1793","1793","(28)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327183","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00031","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, January 1794. 7s.(28p.)","1794.","1794","1794","(29)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327184","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00032","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Charlestown, 2 April 1794. 2s.(8p.)","1794.","1794","1794","(30)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327186","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00033","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Joseph Dennie, Sr.; Philadelphia, 20 May 1800. 2s.(8p.)","1800.","1800","1800","(31)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327187","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 31 letters to Joseph Dennie, Sr., 1783-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00034","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","1784-1800.","1784","1800","(32-50)","item","","","","","5 folders.","","","","","","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","I. Letters from Joseph Dennie","","","","","",
"hou00108c00035","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Boston, 16 October 1784. 1s.(3p.)","1784.","1784","1784","(32)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327188","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00036","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Groton, 9 March 1790. 1s.(4p.)","1790.","1790","1790","(33)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327189","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00037","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Groton, 16 March 1790. 1s.(4p.)","1790.","1790","1790","(34)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327190","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00038","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Groton, 29 April 1790. 1s.(3p.)","1790.","1790","1790","(35)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327191","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00039","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Groton, 8 June 1790. 1s.(2p.)","1790.","1790","1790","(36)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327192","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00040","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Charlestown, 12 October 1791. 1s.(4p.)","1791.","1791","1791","(37)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327193","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00041","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Charlestown, 19 October 1791. 1s.(4p.)","1791.","1791","1791","(38)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327194","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00042","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Charlestown, 6 November 1791. 1s.(4p.)","1791.","1791","1791","(39)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327195","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00043","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Charlestown, 21 January 1792. 1s.(4p.)","1792.","1792","1792","(40)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327197","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00044","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Charlestown, 19 April 1792. 1s.(4p.)","1792.","1792","1792","(41)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327198","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00045","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Charlestown, 6 May 1792. 1s.(4p.)","1792.","1792","1792","(42)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327199","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00046","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Boston, 24 April 1795. 2s.(6p.)","1795.","1795","1795","(43)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327200","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00047","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Boston, 2 June 1795. 1s.(4p.). Also addressed to Harriot Green.","1795.","1795","1795","(44)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327201","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00048","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Walpole, 29 August 1796. 1s.(4p.). Also addressed to Harriot Green.","1796.","1796","1796","(45)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327202","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00049","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Walpole, 26 April 1797. 1s.(3p.)","1797.","1797","1797","(46)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327203","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00050","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Walpole, 6 September 1799. 1s.(4p.). Also addressed to Harriot Green.","1799.","1799","1799","(47)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327204","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00051","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Philadelphia, 10 January 1802. 1s.(4p.)","1802.","1802","1802","(48)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327205","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00052","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Philadelphia, 15 June 1803. 1s.(3p.)","1803.","1803","1803","(49)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327206","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00053","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Mary (Green) Dennie; Philadelphia, 15 July 1809. 1s.(4p.)","1809.","1809","1809","(50)","","","","","","","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327208","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","Dennie, Joseph, 1768-1812. 19 letters to Mary (Green) Dennie, 1784-1800.","I. Letters from Joseph Dennie","","","","",
"hou00108c00054","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Harriot Green; Charlestown, 10 October 1791.","1791.","1791","1791","(51)","item","","","","","1s.(4p.) in 1 folder.","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327209","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","I. Letters from Joseph Dennie","","","","","",
"hou00108c00055","Dennie, Joseph, 1768-1812. Autograph manuscript letter (signed) to Alexander Hamilton; Philadelphia, 6 May 1801.","1801.","1801","1801","(52)","item","","","","","1s.(2p.) in 1 folder.","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327210","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","I. Letters from Joseph Dennie","","","","","",
"hou00108c00056","Dennie, Joseph, 1768-1812. Autograph manuscript letter to Gilbert Harrison Hubbard; Groton, April 1790.","1790.","1790","1790","(53)","item","","","","","1s.(4p.) in 1 folder.","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327211","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","I. Letters from Joseph Dennie","","","","","",
"hou00108c00057","Dennie, Joseph, 1768-1812. Autograph manuscript letter to Timothy Pickering; [no place, May 1799].","1799","1799","1799","(54)","item","","","","","1s.(2p.) in 1 folder.","","","","","http://nrs.harvard.edu/urn-3:FHCL.HOUGH:11327212","Joseph Dennie papers,","Dennie, Joseph, 1768-1812.","1783-1815.","MS Am 715","I. Letters from Joseph Dennie","","","","","",
